ISO3,Country,Year,Hypertension_Pct,Hypertension_Diagnosed_Pct,Hypertension_Treated_Pct,Hypertension_Controlled_Pct,Untreated_Stage2_Pct
NIU,Niue,2012,0.36997090825727796,0.5065184407045745,0.409295123541428,0.163625939552419,0.1841337344503565
NIU,Niue,2013,0.3736338029273475,0.5122002876010721,0.411187416094306,0.1664591106035715,0.185120183764249
NIU,Niue,2014,0.3771742417880735,0.517648468677126,0.412668967523294,0.1693574072163975,0.186401057717722
NIU,Niue,2015,0.3805814664463525,0.522775913959937,0.41379682102918103,0.172239204386723,0.1879083165054905
NIU,Niue,2016,0.3839105556796355,0.527663865058978,0.4148826538025805,0.1752229398069175,0.189590452759695
NIU,Niue,2017,0.387349256952653,0.5321320010738735,0.41556947338341,0.1780794753726165,0.19148619998785898
NIU,Niue,2018,0.3907521290159135,0.536419078219616,0.4163000119103795,0.181435655057018,0.1935429773914325
NIU,Niue,2019,0.39420186714078,0.540606642338211,0.417021244106262,0.1852081467590255,0.1957728816397655
NRU,Nauru,1990,0.388986386088481,0.388767721747586,0.278275573729305,0.07864863978405925,0.2773382947413775
NRU,Nauru,1991,0.38282010603067096,0.39093928334535855,0.27572632376758355,0.07921000609668144,0.2740242761439045
NRU,Nauru,1992,0.3769057200965515,0.3931829991521315,0.273381235516392,0.08003803339087895,0.27081100130560853
NRU,Nauru,1993,0.371327276781868,0.3955269208542525,0.2712999948005785,0.0811518759449178,0.26771145709425204
NRU,Nauru,1994,0.366205623810014,0.3979024850142665,0.2694330463867115,0.08259385576559325,0.26471249451219103
NRU,Nauru,1995,0.361701539653,0.400219129404075,0.2677713548747385,0.08426237702345185,0.2618481724100305
NRU,Nauru,1996,0.3578972572496115,0.40248513078821047,0.2662947967603845,0.08609264148450224,0.2591724294283205
NRU,Nauru,1997,0.354775400305392,0.404836748003748,0.265114064084396,0.08807538235999425,0.25665404413779447
NRU,Nauru,1998,0.3524248911892075,0.4072574923957125,0.2642075255536605,0.09014990621541175,0.2543501452503555
NRU,Nauru,1999,0.350896905901307,0.409899959551886,0.263559495740609,0.09225706270950784,0.25229989330892
NRU,Nauru,2000,0.35016007472404653,0.4129150336096725,0.263314078250554,0.0944853340228996,0.2504576890510385
NRU,Nauru,2001,0.3501824693147025,0.416363251612072,0.2635049544986515,0.096909164354395,0.2488848113138975
NRU,Nauru,2002,0.3509469306116155,0.420321052283061,0.264169799012633,0.0995296392246099,0.2475807175566995
NRU,Nauru,2003,0.352451480280568,0.42478239896005,0.2651860126328505,0.10234422555099129,0.24656881987518253
NRU,Nauru,2004,0.35460163937719447,0.4298748214865955,0.2665734437843965,0.10531384069495225,0.245870926407474
NRU,Nauru,2005,0.35738591932197,0.43561164118595097,0.268236763169952,0.1083548328404688,0.24551108584297598
NRU,Nauru,2006,0.360783192792541,0.44183844128879,0.270053046842068,0.1113746261522819,0.24547703563072348
NRU,Nauru,2007,0.3648160994829095,0.44847050864285554,0.271894648824419,0.114212972696157,0.245706524633128
NRU,Nauru,2008,0.3692897532207735,0.4554431392269165,0.2737265692556625,0.1168320265998089,0.246174353913573
NRU,Nauru,2009,0.3740761744993875,0.46268037823903146,0.2755142493699255,0.11930135513665766,0.2468317648618805
NRU,Nauru,2010,0.37888714039958105,0.4701053040641845,0.277237104509064,0.12176772597720034,0.24762359254942148
NRU,Nauru,2011,0.383562671440215,0.477476165478748,0.278841957030708,0.12426751670258529,0.2485150664882615
NRU,Nauru,2012,0.388075652361287,0.4847488371975925,0.28034248815059204,0.12684158380216648,0.249544963329642
NRU,Nauru,2013,0.39237732429857997,0.4920008492819275,0.2816591638097975,0.1295876453268875,0.250706818923431
NRU,Nauru,2014,0.3965635079411235,0.499219355524812,0.2828086976941995,0.132495463380199,0.25202902398112603
NRU,Nauru,2015,0.4006556271332625,0.5062174895094269,0.283812614885529,0.135572793662198,0.2534852837148475
NRU,Nauru,2016,0.4047383263248965,0.5130434774477405,0.28489480724383953,0.138814702580051,0.255056279043285
NRU,Nauru,2017,0.4089206513364635,0.519483662226259,0.28571610082615595,0.1420123723010735,0.2568382233824135
NRU,Nauru,2018,0.41305856464046853,0.525769936417291,0.2867425473627425,0.1457480089547955,0.2587310512099635
